,filtered_tweets_pt
21247,"Como fazer um repelente caseiro contra o mosquito da Dengue, Zika vírus ... https://t.co/63xoWzOGjh via @YouTube"
21248,como mata esse #mosquitomaldito?? não tem uma poça de água parada a 20m de distancia e esses mosquitos ficam rondando a casa da gente #zika
21249,"Sugiro q a reuniao sobre o zika seja realizada numa area carente, cheia de mosquitos, e q eles não usem repelente  https://t.co/5GHo7PDeJq"
21250,"Essa Margaret Chan (OMS) agora vai dizer que p/ combater #ZikaVirus o melhor é comer espetinhos de mosquitos, como os chineses dela já fazem"
21251,Os 3 melhores repelentes naturais para você se proteger da dengue e zika https://t.co/SGSgHLgdgY
21252,"qualquer mosquito que pousa em mim eu acho que é aquele do zika vírus, já começo me debater"
21253,Zika vírus: 10 coisas que você precisa saber sobre a doença | https://t.co/rxQYnRepuU (via @PortalMSN) #saude #epidemia #mosquito
21254,#ZikaVirus transmite várias doenças. Mosquito aperfeiçoado. Guillain-Barré... ... ...
21255,contra o mosquito Zika? kkkk https://t.co/YsSlsFJlCi
21256,odeio ser alérgica a mosquito mas tem um lado bom nunca pegarei zika pq vivo entupida de repelente
21257,Dilma e a Zika.  'Dilma já chamou o mosquito de vírus. Dilma já chamou a zika de vetor. Dilma já disse que a... https://t.co/aUtNjm0If7
21258,#Zika - linked condition: #WHO declares global emergency! https://t.co/XVB0a6lGBV #Oxitec #BigPharma #Health #Brasil #Mosquito #Bioweapons
21259,"O risco global do Zika. “Um mosquito não pode ser, e não é, mais forte que um país inteiro”. Está sendo PresidentA, https://t.co/eMkDU6yqR2"
21260,Uol: 'Governo vai contabilizar casos suspeitos de zika' Esse governo contabilizando? Ou vai ter caixa 2 de zika ou pedalada de mosquito.
21261,Acho que esse mosquito é um vampiro que pica as mulheres e os fi delas nasce com o zika sendo um vampiro defeituoso
21262,"Você sabe diferenciar? Zika, dengue e chikungunya. #todoscontraeldengue #mosquitomaldito https://t.co/b0jHK68mqx"
21263,"to sendo devorada pelos mosquitos pegando zika, chikungunya, dengue so pra usar o wifi do vizinho... eu nao sei lidar cmg sinceramente"
21264,Os românticos do séc.19 tinham razão quando duvidavam do ufanismo tecnológico: um mosquito ironiza hoje nossa 'avançada' vida digital. #Zica
21265,"Cuidados para combater o mosquito transmissor da dengue, zika vírus e chikungunya  A prevenção é a única arma https://t.co/x4DVU6D0aI"
21266,não sei se tem a ver o nome mas os mosquito do zica vírus tão fazendo rolezin em todo lugar
21267,A empresa tem q ser muuito loka pra colocar 'ZICA' no nome de um carro. E já vão mudar o nome por causa do mosquito. Ainda bem!! 😑
21268,vcs ai falando de bbb e eu só pensando nesses mosquitos aqui em volta de mim me comendo viva espero apenas que n seja da família zika e CIA
21269,"mosquito p crl, se eu pegar zica até o carnav eu não sei o q sou capaz de fazer da vida"
21270,"Qlqr mosquito q pousa em mim eu acho q é aquele do zika vírus,já começo me debater"
21271,A #dengue a #zica e o #chikungunya são um exemplo do que pode acontecer quando se subestima um pequeno mosquito o Aedes Aegypti.
21272,"Tava pensando aqui A presidenta manda dedetizar a residência oficial e outros prédios do governo p se proteger do Zika, mas... 1/2"
21273,"GM mosquito co-author, Margareth de Lara Capurro-Guimarães), implies more study needed! #dengue #Zika @NIHDirector https://t.co/2wMTTbxK07"
21274,Os 3 melhores repelentes naturais para você se proteger da dengue e zika https://t.co/9RpGaKzfd8
21275,Free Termite &amp; Mosquito Estimates #mosquito #termites #Zika #ZikaVirus https://t.co/oxw8IIhiB3
21276,"Noé filho da puta deixou entrar aquele casal de mosquitos na arca. Ta aí o resultado, deu zica."
21277,"Zika é com k. Perdoem a falta de atenção, estava a postar enquanto coçava as mordidas de mosquitos."
21278,Mas e se o 'Zika Virus' nao for transmitido pelo mosquito
21279,"É muito simples para vice se proteger do mosquito que transmite a dengue, chikugunha, e o zica. Proteja a sua... https://t.co/2SYe7VreNY"
21280,"Depois q vi essa fita q alerta do mosquito zika, todo mosquito q vejo da mo neura kkkkkkkk cê é louco"
21281,Mosquito tava chupando meu sangue aqui ja devo ta com essa tal zika
21282,MOSQUITO É O C@#%! Zika virus® foi patenteado pela Fundação Rockefeller in 1947: https://t.co/b6GvsWXDHW via @YouTube
21283,"Como fazer um repelente caseiro contra o mosquito da Dengue, Zika vírus e Chikungunya https://t.co/i19pcOcONh"
21284,"'Mas não o mosquito não transmite dengue, zika e muriçoca?! ' Pérolas do 19 da llolinha"
21285,Daí uma pessoa é picada pelo mosquito da dengue e ela fuma maconha e fala : To meio zica hoje
21286,vc abre a janela e entra mosquito pernilongo abelha boi boiada zika onça jacaré dinossauro elefante girafa hiena tudo... menos o vento
21287,OMS emite alerta global sobre zika vírus  Brasil será multado por não combater o mosquito transmissor  adequadamente https://t.co/XFzsTnEh5L
21288,"Qualquer picada de mosquito em mim ja acho que é dengue, zika vírus ou sei lá oque, tá foda"
21289,qualquer mosquito pousa em mim e eu loca ja penso que vou pegar zika né
21290,Terror Zika Vírus: a farsa e operação de acobertamento continuam – 29 JAN 2016  (…)Onde quer que esses mosquitos... https://t.co/clKRrtbYmJ
21291,'Todos os mosquitos terao virus zika em 2016' https://t.co/kL3MghYYX3 via @gazetaonline
21292,Pior nome que colocaram no mosquito ' zica' vírus kkkkkk
21293,#PortoRico: O Ministério da Saúde informou que utiliza uma bactéria para atacar o mosquito que transmite o #Zika. #Iberoaméricaemdia
21294,"Mutirão de prevenção e controle ao mosquito Aedes aegypti, transmissor da dengue, da febre chikungunya e Zika... https://t.co/entaIOBu8E"
21295,@JornalDaGlobo Mas é uma demagoga populista leviana. O Palacio do Planalto é um criadouro do mosquito da zika.
21296,minha mãe quando ver um mosquito dentro de casa começa a gritar 'ZICA VÍRUS CHIKUNGUNHA PEGA O REPELENTE!!!!!!!' pra q isso mulher
21297,to c tanta picada d mosquito q c certeza ja to c zika virus
21298,acho que vou fantasiada de matadora de mosquito nesse carnaval pois vao ter varios zika acabarei com todos
21299,@PoetisaMorta @Michelwinch @falandocarioca @bitchsevenfold zika é mosquito chupando manga
21300,Esse Zika veio a acontecer após a distribuição dos mosquitos transgênicos do Bill Gates. Com certeza foi isso. https://t.co/nd5xHNVnjn
21301,"Noss tiu esse mosquito ctz que era um zika vírus,deu pra sentir na picada dele que era chave"
21302,@o_antagonista esse é mais um que Janot protege. Mas cai. #panelaçoquartacontradilmanatv. Ela usa o mosquito e o Zika pra aprovar a CPMF.
21303,"Funk se generalizando,tem até mosquito zika  Meus deus que mundo chave que eu vivo"
21304,eu quero tirar uma selfie com o mosquito do zika
21305,Compartilhe!!  Mosquito Zika virus® foi patenteado pela Fundação Rockefeller in 1947.... https://t.co/hUKACdv6xi
21306,"@_anantunes que eu saiba tem o mosquito em outros lugares, zika não tem só no brasil não"
21307,@iamshayk @surfbey cuidado com os mosquitos a zica ta em alta
21308,que parada eh essa q os mosquito normal tbm tao transmitindo zika virus
21309,4h34 e eu aqui tentando matar um mosquito por medo do zika vírus e da chicungunha...isso td pQ ALGUEM N LIMPOU OS POTINHO DAZAGUA PARADA
21310,WHO Declares Obama'' Deadly Zika Mosquito a Public Health Emergency!! - Breitbart https://t.co/fZozSrIcgm via @BreitbartNews
21311,MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? https://t.co/xnzceDXQxi
21312,"@reinaldoazevedo @VEJA está associado ao Mosquito da Dengue que existe a décadas e hoje transmite Zika, Chikungunya e Microcefalia. Pode"
21313,Zika: Farmacêutica francesa procura vacina: Vírus transmitido por mosquitos. https://t.co/E1GcqPylFQ
21314,"É VERGONHOSO, O MUNDO COM UM PODER DE FOGO TAO GRANDE, E DEICHAR O MOSQUITO ZIKA VÍROS INVADIR OS PAÍZES, TRANFORME O FOGO EM FUMASSA, E MÁT"
21315,@jornalnacional  o mosquito zika iria ser adaptado para o clima de inverno dos EUA https://t.co/uSKwyEVGoy https://t.co/HqUk9GFGk6
21316,Mosquitos transgênicos podem combater Dengue e Zika - Blasting News https://t.co/xlGTH2QA4F
21317,"até o mosquito da chicunguya é zika, e você não 🤓"
21318,"tenho medo desses mosquitos do pesca, vai que é Zika 😂"
21319,Ontem eu deixei minha janela aberta a noite. Entraram 236 mosquitos. Sorte vai ser se eu não tiver contraído zika.
21320,Secretaria d Saúde d Porto Alegre trabalha sem sintonia com Estado no combate ao mosquito que passa Zika vírus.Isso dificulta enfrentamento!
21321,"Se o povo não consegue acabar com a corrupção do Brasil, o mosquito consegue acabar com os jogos olímpicos, zika vírus kkkkkkk ."
21322,se o problema é o mosquito que transmite o zika virus entao mata o mosquito que aí ele nao transmite
21323,#JornalDaManhã Agentes têm encontrado menos resistência da população para verificar focos do mosquito: https://t.co/J0lFEEMaUu #zikavirus
21324,"@BomDiaBrasil Bom Dia.  Tá combinado, além de procurar focos de mosquito amanhã faremos panelaço para espantar mosquito da dengue e Zika"
21325,"Depois de PROPAGAR o mosquito que tramsmite a ZIKA pelo Brasil, Dilma volta a TV para pedir a cobrança DA CPMF. https://t.co/KVITDjdmyK"
21326,"Como fazer um repelente caseiro contra o mosquito da Dengue, Zika vírus e Chikungunya https://t.co/bHqWbNyCA1"
21327,"os caras só tão ouvindo no noticiário coisas tipo 'cuidado ao ir pro brasil, tem zika lá' e sequer sabe que é o mosquito etc"
21328,"'americano médio não sabe nem onde fica a américa do sul, quanto mais saber que zika é transmitido por mosquito' - mãe, minha"
21329,Mosquitos transgênicos podem combater Dengue e Zika - Blasting News https://t.co/UF5ey7yuNe
21330,"Dengue, zika, microcefalia: um raio-X do mosquito que se tornou problema para a saúde mundial. #GloboNews https://t.co/P3W8mJd2hV"
21331,@pacoragageles Zika pode ser impedido se o pessoal colocar armadilhas contra o mosquito.
21332,N.P denuncia! https://t.co/BOjlsz1aOn via @YouTubeOlá galera vamos combater essa ZICA não deixe um mosquito nos derrubar tds contra a DENGUE
21333,"@radioitatiaia eu queria saber dos responsáveis do combate os mosquitos d denque e zica, tenha mais ação, p exemplo as caçambas n s furadas!"
21334,"Todos os dias somos bombardeados com essa história de combater o mosquito transmissor da dengue, zika vírus e... https://t.co/uvlgamHfti"
21335,O zica vírus já se tornou emergência pública! Vamos nos proteger! https://t.co/12UFwZVdUp
21336,"Os casos de zika e microcefalia no Brasil aumentaram a preocupação com a picada do mosquito Aedes aegypti, que já... https://t.co/ags4ZNEhDE"
21337,"Bom dia!!  Vamos todos juntos no combate à Dengue, Zika e Chikungunya! É só um mosquito e só precisamos de 10... https://t.co/SwOKYPCBSE"
21338,"Genes que controlam o odor corporal poderiam atrair mosquitos, segundo pesquisa (Foto: AFP) Os casos de zika e... https://t.co/epufB9x1Jz"
21339,"Se eu fosse a Dilma poria o sapo barbudo para engolir os mosquitos da zika, já que ele gosta de almoço grátis."
21340,"Sumamente importante https://t.co/aS7dv3oXU5 mosquito Aedes aegypti', fué genéticamente modificado, RT https://t.co/Wc8Jj0udvH"
21341,"Só queria registrar que Aedes aegypti, mosquito vetor de dengue, chikungunya e zika é uma espécie exótica invasora"
21342,"Ora, se o Brasil perdeu para o mosquito. Taca Zica no nome do carro... KkkkQue diabo deu na cabeça dessa montadora? https://t.co/8R8YBXFuXC"
21343,"O Brasil agora é oficialmente uma zika mundial. O governo não consegue combater um mosquito, imagina nos tirar desse atoleiro."
21344,"porque se eu pegar zica, dengue ou qualquer merda que esse mosquito passa é hospital certo"
21345,Eu tô tão complexada com essa zika que qualquer mosquito que chega perto de mim eu já fico louca
21346,"@XandeSpeed700 Rsrsrsrs. A ainda tem o risco dos mosquitos:dengue,Zika..."
21347,"Executivo Federal deve adotar medidas contra mosquito transmissor de Dengue, Zika e Chikungunya https://t.co/Q6RViMqZ9w via @PortalMigalhas"
21348,"Estou bem chateada que eu, amante de uma teoria da conspiração, tô com zero paciência pra zika vir do mosquito transgênico e da Rockefeller"
21349,Zika vírus: 10 coisas que você precisa saber sobre a doença. https://t.co/1WGvxDSQMf Combater esse mosquito.
21350,"Sul se une no combate ao Aedes aegypti  Para combater o mosquito Aedes aegypti, transmissor da Dengue, Zika Vírus... https://t.co/msR2G9g1H4"
21351,Estamos tão evoluídos em questões políticas que quem abriu a discussão sobre aborto foi um mosquito. #ZikaVirus
21352,Zika foi possivelmente causada pela liberação de mosquitos geneticamente modificados no BR #Dilma #ministerioDaSaude https://t.co/JYxhh6eKaS
21353,MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? https://t.co/ekhNjsPfnL via YouTube
21354,"Paises frios nao tem mosquitos,nao tem carnaval, nao tem zika, todo mundo eh normal, nao usam julieti espelhado azul/amarelo..."
21355,Surgiu agora: Que uma fundação famosa financiou pesquisa em 2010 para liberar mosquitos modificados infectados com bactéria? #ZikaVirus
21356,"E se tudo der errado.. vai lá compra uns vírus, bota num mosquito e tire o foco de vc: https://t.co/QeaB7yxxZV via @BlogOlhoNaMira"
21357,Governo passou da hora de ficar perplexo. Momento é de agir contra o zika. Agir para proteger o futuro do Brasil. https://t.co/1LztKollUn
21358,Austrália relata dois casos de Zika vírus e detecta mosquitos em aeroporto de Sydney - Reuters - UOL Notícias https://t.co/50NSU7RKHB
21359,Mosquitos de zika e dengue viram comida de peixe no interior de Pernambuco https://t.co/SfgCCvls5X
21360,#promoveriopreto/ Austrália relata dois casos de Zika vírus e detecta mosquitos em aeroporto de... https://t.co/01hPAuboxT #mtv #ja_soube
21361,Oxitec GM Mosquitos Linked To Zika Outbreak  https://t.co/hIUOE8dMPE @WHO @NPR @UN #ZikaVirus #Oxitec #Health
21362,"Só existe uma saída contra dengue, zika e outras doenças: eliminar os focos de reprodução do mosquito, nas casas que armazenam água!"
21363,Certeza que pelo menos um dos 100 mosquitos que me picaram na UFRR deve ter me transmitido zika
21364,https://t.co/BOjlsz1aOn pessoal vamos juntos combater o mosquito da dengue e da ZICA veja como combater essa praga  https://t.co/BOjlsz1aOn
21365,"Aprenda fazer um repelente caseiro contra mosquito transmissor da Dengue, Zica Vírus e Chicungunha https://t.co/tI0MYOnMbn"
21366,MosquitoTransgênico - Zika e Microcefalia - Qual a Relação? https://t.co/zcwFGoGQ54 via @YouTube
21367,"Brasil está fazendo parceria com os Estados Unidos para criar vacina contra a Zika. Obama entra com os cientistas, Dilma com os mosquitos.."
21368,dsjc  Já verificou se tem foco de mosquito na sua casa?  Surto de zika é emergência de saúde pública em todo o... https://t.co/jt4eM3affj
21369,Austrália relata dois casos de Zika vírus e detecta mosquitos em aeroporto de Sydney: Por Jane WardellSYDNEY (... https://t.co/YC22QdN14B
21370,Austrália tem dois casos importados de zika vírus e acha mosquito em aeroporto https://t.co/KaxfhIjExZ #G1 https://t.co/84zrcLggmT
21371,#SDV #TimBeta Austrália relata dois casos de Zika vírus e detecta mosquitos em aeroporto ... https://t.co/gY6DuGSxF8 #OperacaoBetaLab #RT
21372,@barraco_reality Austrália tem dois casos importados de zika e acha mosquito em aeroporto: Dupla diagnosticada... https://t.co/6Wx3M1TJPk
21373,"Aproveite o carnaval, mas não esqueça de se prevenir contra a Dengue, Chikungunya e Zika. O mosquito que... https://t.co/7wcVZd8Ter"
